"PlotObservationID","cover","Longitude","Latitude"
"TV66",90,11.0345955774779,43.791284812316
"ZC47",80,11.0115498357968,43.7891029246592
"CU93",80,11.0313846569,43.8075045879927
"UA72",70,11.0322909970021,43.8070534889854
"US55",85,11.0296276917148,43.8902560817681
"QM87",80,10.9980855773456,43.7959944079642
"JT32",100,10.6815527204039,43.6284156363313
"EH97",100,10.6798841181675,43.629171227124
"CF13",100,10.5308706932369,43.7362934116517
"SU38",95,10.5288323280634,43.7416044638029
"CG67",100,10.5274977421379,43.7358338000067
"HC96",100,9.99553604665994,44.2071996419748
"DZ84",100,10.1513643821104,44.1977219755983
"PI31",60,11.5675738455934,43.2293840433242
"KI68",90,11.686279192532,42.7834726191386
